payment_id,customer_id,amount,payment_date
334,101,4.04,2024-01-27 18:06:50.902471
335,163,5.75,2024-08-28 17:58:43.819080
336,390,5.61,2024-03-02 11:33:41.576535
337,334,4.39,2024-04-14 10:15:35.416421
338,402,5.78,2024-08-18 05:59:39.448474
339,51,3.25,2024-09-01 02:58:27.151124
340,109,4.52,2024-10-29 16:43:35.675107
341,331,4.64,2024-03-04 12:54:41.914914
342,291,4.0,2024-10-09 02:48:42.238156
343,201,4.13,2024-02-22 00:29:53.377812
344,184,3.73,2024-12-13 17:47:06.783852
345,18,5.2,2024-06-12 14:02:21.318475
346,456,2.99,2024-03-12 04:52:13.718444
347,322,3.18,2024-11-14 22:05:30.791156
348,376,3.4,2024-04-26 18:21:37.182051
349,86,5.57,2024-01-16 13:51:05.684485
350,222,4.87,2024-01-28 09:48:17.280993
351,393,5.75,2024-09-13 09:06:14.065313
352,207,4.8,2024-09-03 02:06:57.030442
353,98,5.67,2024-07-19 09:20:11.810724
354,307,5.85,2024-09-29 17:01:07.872629
355,102,5.86,2024-04-09 03:29:52.015754
356,250,6.7,2024-06-05 14:51:16.703191
357,144,6.19,2024-04-15 13:56:13.511550
358,392,5.91,2024-10-21 12:17:40.895988
359,315,3.75,2024-08-31 00:59:23.512027
360,429,5.98,2024-05-16 00:01:11.188713
361,387,6.8,2024-09-06 01:18:27.273427
362,444,5.78,2024-11-12 10:48:27.046982
363,86,3.52,2024-01-26 14:48:00.606854
364,78,6.85,2024-08-18 05:52:05.545756
365,298,4.69,2024-11-24 12:09:54.823194
366,64,5.55,2024-09-11 19:55:36.284654
367,298,6.74,2024-06-18 00:41:13.363878
368,26,6.93,2024-06-10 21:29:33.122324
369,240,3.85,2024-05-06 23:03:28.373749
370,136,5.62,2024-06-27 14:13:36.137127
371,349,6.59,2024-10-03 01:26:41.757722
372,245,5.56,2024-08-03 03:19:16.790869
373,267,4.45,2024-05-09 16:58:29.941272
374,67,4.62,2024-09-15 02:01:41.153313
375,478,4.58,2024-09-23 06:08:12.379156
376,77,3.84,2024-05-23 20:59:26.672112
377,136,3.01,2024-09-28 07:24:18.249938
378,318,4.91,2024-04-21 12:20:12.276769
379,302,6.26,2024-05-07 16:06:58.009082
380,224,6.75,2024-08-07 23:52:26.876848
381,201,4.36,2024-04-17 12:05:37.867076
382,287,3.12,2024-03-14 05:12:16.788558
383,177,5.76,2024-11-22 02:03:00.931044
384,432,6.75,2024-07-24 10:38:22.616853
385,377,4.17,2024-05-19 21:01:29.756206
386,37,4.24,2024-09-29 10:22:41.305595
387,205,3.74,2024-09-19 23:32:24.280171
388,318,5.02,2024-05-15 19:59:57.552379
389,471,6.53,2024-07-19 07:16:36.502742
390,95,6.97,2024-02-19 16:49:02.200428
391,127,5.13,2024-10-15 12:54:26.276432
392,194,5.88,2024-05-17 06:46:52.428823
393,168,4.7,2024-07-20 14:49:58.594846
394,337,3.6,2024-05-31 18:55:06.953373
395,354,5.01,2024-08-08 20:01:59.849297
396,151,6.39,2024-11-19 03:53:30.341833
397,58,6.09,2024-12-19 20:54:42.838536
398,310,6.08,2024-12-10 03:30:25.990124
399,232,5.09,2024-04-16 23:09:40.614525
400,311,5.58,2024-01-13 21:12:32.605197
401,301,4.67,2024-06-03 14:53:00.294570
402,228,6.08,2024-10-09 22:10:57.282471
403,389,6.2,2024-01-30 05:29:33.162166
404,135,6.12,2024-09-22 15:38:14.842344
405,398,3.51,2024-01-29 09:57:58.683434
406,145,4.09,2024-03-28 08:59:22.354297
407,191,5.75,2024-04-28 15:39:58.816643
408,490,3.74,2024-01-19 09:20:31.843033
409,289,5.43,2024-05-05 01:32:48.687037
410,162,4.48,2024-04-05 22:32:07.367408
411,119,6.24,2024-01-27 17:34:44.163975
412,256,3.13,2024-07-10 03:05:31.158306
413,387,6.98,2024-04-27 14:20:47.374958
414,181,6.81,2024-02-06 17:08:29.315047
415,98,5.64,2024-04-04 22:55:01.917735
416,381,6.3,2024-04-25 13:41:33.085174
417,156,6.16,2024-07-05 15:57:07.693576
418,176,5.75,2024-06-01 08:44:17.172282
419,364,4.38,2024-06-15 15:10:39.295578
420,25,4.4,2024-04-10 16:58:59.015491
421,57,3.37,2024-10-25 16:45:36.606190
422,315,3.38,2024-06-23 02:25:09.506974
423,110,3.81,2024-11-23 17:34:54.275032
424,45,3.01,2024-11-13 16:52:55.898538
425,252,4.3,2024-06-18 02:23:41.166045
426,65,5.1,2024-03-08 21:19:32.111657
427,107,3.24,2024-08-02 04:19:19.926129
428,464,5.98,2024-03-15 11:25:58.072176
429,362,3.27,2024-07-09 20:37:03.376431
430,317,6.8,2024-04-25 07:25:48.455862
431,347,4.58,2024-05-22 19:29:14.956887
432,441,3.03,2024-02-29 18:01:23.453771
433,335,5.98,2024-11-23 11:40:33.451912
434,165,4.84,2024-06-17 13:53:12.930804
435,355,3.94,2024-06-30 21:02:52.457829
436,367,3.22,2024-04-27 02:30:08.587486
437,175,5.1,2024-03-09 10:56:56.542605
438,463,5.91,2024-09-17 14:02:28.511479
439,68,5.55,2024-11-13 14:38:22.245040
440,156,4.95,2024-10-16 21:22:36.271658
441,55,5.79,2024-05-01 14:37:43.536436
442,234,6.68,2024-05-03 18:10:23.079770
443,462,4.75,2024-01-06 23:12:12.928093
444,330,3.59,2024-02-06 06:35:55.176011
445,114,6.18,2024-02-02 10:52:15.927337
446,188,3.11,2024-05-23 08:46:51.520787
447,17,3.48,2024-02-17 08:23:49.829417
448,208,6.41,2024-10-20 16:18:49.564631
449,162,6.93,2024-07-05 04:34:20.512316
450,153,5.82,2024-04-15 07:27:49.553529
451,413,5.95,2024-03-21 05:04:53.717644
452,387,5.99,2024-09-22 06:27:43.214734
453,495,4.35,2024-05-12 06:23:21.740619
454,11,5.02,2024-10-20 22:49:16.223719
455,386,3.55,2024-03-26 01:18:58.212348
456,285,5.03,2024-08-09 23:20:11.417685
457,9,4.04,2024-12-09 19:05:57.151747
458,137,4.65,2024-02-12 03:30:56.746126
459,241,5.74,2024-09-25 08:44:24.442551
460,476,5.94,2024-03-12 05:26:47.256579
461,259,5.13,2024-11-10 21:06:09.917946
462,447,5.67,2024-11-30 09:37:03.397672
463,48,5.92,2024-04-22 06:06:54.589485
464,20,3.98,2024-06-11 18:15:24.908415
465,313,6.25,2024-09-30 22:28:35.168225
466,351,4.17,2024-04-02 13:03:07.905529
467,135,3.38,2024-06-12 18:57:20.729335
468,110,3.52,2024-10-14 18:27:54.845738
469,94,3.28,2024-09-11 13:40:54.034626
470,266,3.76,2024-05-26 22:58:46.101220
471,402,4.42,2024-02-02 04:02:39.256534
472,180,6.15,2024-07-10 12:40:43.201870
473,80,6.48,2024-02-24 21:15:37.553503
474,85,6.4,2024-08-16 13:31:51.010228
475,456,6.04,2024-06-24 01:13:13.366189
476,199,6.34,2024-10-24 03:24:27.338173
477,40,5.5,2024-09-13 21:44:45.903241
478,336,6.01,2024-02-29 10:01:59.454896
479,362,3.67,2024-02-20 03:10:03.039209
480,407,3.24,2024-09-08 06:40:44.351234
481,47,4.0,2024-04-19 06:55:15.536621
482,126,5.13,2024-03-31 03:33:41.804333
483,346,3.2,2024-05-27 15:54:41.615524
484,444,6.21,2024-09-03 12:17:45.943424
485,390,3.09,2024-07-08 10:24:37.281203
486,41,6.64,2024-01-16 07:57:59.609100
487,436,3.27,2024-04-03 03:08:21.069275
488,123,3.16,2024-10-01 02:07:24.043211
489,245,5.45,2024-06-27 04:23:42.238205
490,475,4.2,2024-08-13 00:18:51.822914
491,381,6.99,2024-11-08 14:30:11.402161
492,355,5.99,2024-09-06 12:54:49.775978
493,122,4.52,2024-11-12 08:17:03.003040
494,488,3.28,2024-06-01 19:50:54.655133
495,97,6.41,2024-03-08 08:33:14.830753
496,343,5.66,2024-10-20 03:00:01.496196
497,463,5.68,2024-10-10 23:34:23.667905
498,52,3.97,2024-04-06 07:17:17.106160
499,217,4.28,2024-10-13 03:06:17.008585
500,180,5.97,2024-05-01 06:34:50.570519
501,415,6.44,2024-03-15 03:12:42.257460
502,401,3.54,2024-11-04 20:36:29.250038
503,330,3.1,2024-06-01 19:41:42.138855
504,74,5.79,2024-10-10 21:40:21.827821
505,171,3.42,2024-07-30 20:08:00.935961
506,124,3.16,2024-05-11 14:08:35.859435
507,222,4.17,2024-05-11 09:08:31.501053
508,320,3.78,2024-02-13 15:04:25.022918
509,98,4.87,2024-10-04 22:22:44.873408
510,201,4.21,2024-01-30 13:15:54.036713
511,374,5.94,2024-10-15 19:47:06.398145
512,386,5.66,2024-10-28 17:59:05.905807
513,91,4.46,2024-05-07 02:33:04.785739
514,369,6.59,2024-07-27 10:30:04.008854
515,21,4.53,2024-03-13 06:20:35.710902
516,174,4.78,2024-02-21 08:00:21.219555
517,10,5.04,2024-03-21 10:58:53.090879
518,473,5.09,2024-05-21 13:27:43.427714
519,32,5.97,2024-07-28 15:08:22.907759
520,243,6.76,2024-10-26 22:58:21.122076
521,150,5.64,2024-07-21 17:02:16.122135
522,101,5.83,2024-08-13 09:16:22.464185
523,295,6.47,2024-04-18 08:57:58.175847
524,153,5.45,2024-11-21 20:42:35.328330
525,203,6.77,2024-02-19 16:12:28.981101
526,93,4.46,2024-09-08 04:25:27.361359
527,218,3.04,2024-05-09 00:23:07.991363
528,316,6.16,2024-09-08 09:37:25.680824
529,89,3.99,2024-09-29 22:11:23.296734
530,469,5.92,2024-09-28 04:44:54.549194
531,331,5.71,2024-11-15 23:40:04.049014
532,24,6.44,2024-11-26 20:58:05.576630
533,76,4.96,2024-07-27 05:48:43.218450
534,423,4.2,2024-12-28 23:47:48.178930
535,1,4.74,2024-05-24 19:11:23.169124
536,331,5.65,2024-06-08 19:52:08.871839
537,468,4.27,2024-03-26 18:39:59.936318
538,359,4.17,2024-10-17 20:38:34.780139
539,215,3.42,2024-08-15 07:20:18.551066
540,234,3.0,2024-08-29 05:44:09.976519
541,32,6.92,2024-02-18 17:06:47.970508
542,269,4.66,2024-12-15 08:57:36.823640
543,459,3.47,2024-04-19 14:10:31.750499
544,245,4.07,2024-02-22 15:29:24.381791
545,123,3.56,2024-07-28 23:44:38.691437
546,122,4.56,2024-03-16 00:37:31.142766
547,423,4.07,2024-04-07 03:21:29.918164
548,155,6.68,2024-05-28 00:51:46.771228
549,236,6.27,2024-07-29 16:49:34.018495
550,288,5.82,2024-08-14 12:18:41.023593
551,494,5.7,2024-08-11 01:36:01.626141
552,5,3.82,2024-05-17 23:39:28.916061
553,329,4.42,2024-12-07 06:38:08.898210
554,235,5.33,2024-01-03 06:09:23.712737
555,299,4.72,2024-12-10 00:46:48.523385
556,70,5.36,2024-10-22 02:28:41.684938
557,122,3.05,2024-12-16 19:12:28.066899
558,465,6.24,2024-06-08 18:13:49.881731
559,137,5.01,2024-07-17 09:44:28.589313
560,249,5.71,2024-12-05 12:37:55.072873
561,433,3.09,2024-07-05 09:00:36.772319
562,25,4.77,2024-01-06 18:53:07.572172
563,55,5.55,2024-07-05 05:05:06.946563
564,320,4.45,2024-08-31 01:42:25.406534
565,185,6.05,2024-12-07 17:10:20.009408
566,435,3.26,2024-05-07 06:55:00.131966
567,436,6.77,2024-11-07 14:16:27.600649
568,93,3.43,2024-09-10 15:03:37.685307
569,257,3.65,2024-08-11 05:09:16.382179
570,482,5.62,2024-08-03 14:37:19.607867
571,287,5.99,2024-03-09 07:01:48.536980
572,429,5.84,2024-04-29 17:45:54.144201
573,253,3.19,2024-03-10 20:25:12.032578
574,411,4.29,2024-02-12 17:44:22.623621
575,40,4.57,2024-06-25 13:31:30.369259
576,485,4.05,2024-10-03 18:15:38.858421
577,356,4.59,2024-03-04 06:14:26.559930
578,418,3.28,2024-10-11 08:40:14.333688
579,22,3.48,2024-08-20 00:55:26.690614
580,212,3.61,2024-04-21 05:13:59.474678
581,443,3.46,2024-06-03 12:34:53.709121
